news_id,type,symbol,text,logit,prediction,sentiment_score
1612,Summary,TCB,"TCB of Techcombank suddenly became a bright spot when the price increased to 3.3% . with this price, Techcombank's capitalization has increased to VND 142 trillion . compared to the two banks of the same scale, VPBank and MB, Techcombank's capitalization value is only 14,000 billion behind VPBank .","[0.9190731644630432, 0.009056287817656994, 0.07187052071094513]",positive,0.9100169
1613,Summary,TCB,"with the ""automatic profitability"" feature on Techcombank Mobile, customers can automatically generate profits by day, from idle money . the standard amount, at 10 million in the customer's payment account, will enjoy the interest rate of 0.1%/year . customers can flexibly adjust the standard threshold of 10 million or more according to the optimal needs of the individual cash flow .","[0.043918538838624954, 0.016074862331151962, 0.9400066137313843]",neutral,0.027843677
1614,Summary,TCB,"if successful, the number of TCB shares held by Mr. Son will decrease from more than 2,376 million existing units to more than 2,276 million units . TCB shares are being traded at VND 38,500/share, up 21% since the beginning of the year .","[0.22102941572666168, 0.6954636573791504, 0.08350692689418793]",negative,-0.47443426
1615,Summary,TCB,"the program ""Warm New Year from Tim - procession of Loc Nhu Y"" will be implemented throughout the Lunar New Year Giap Thin 2024 . the number of techcombank customers with payment transactions at Starbucks increases an average of 4 times/month .","[0.9443599581718445, 0.015194806270301342, 0.04044520854949951]",positive,0.9291651
1616,Summary,TCB,gia tang tri nghim ngi dùng ng ngha hn 90 giao dch khách hàng cá nhân c thc hin trên nn tng s . vi t l gn bó ng,"[0.04383515566587448, 0.04922020807862282, 0.9069445729255676]",neutral,-0.005385052
1617,Summary,TCB,"the bank plans to divide cash dividends at least 20% of profit after tax every year . it is estimated that the dividend rate is equivalent to 15% compared to the current face value . the bank plans to maintain revenue growth rate, profit 20%/year and safety ratios .","[0.41452595591545105, 0.015004562214016914, 0.5704694986343384]",neutral,0.39952138
1618,Summary,TCB,"on average, each employee across the system earned 46 million VND/month in 2023 (equivalent to the total year of 552 million VND) at the parent bank, on average, each employee earns 45 million VND/month (equivalent to a total year of 540 million VND)","[0.055528122931718826, 0.09813055396080017, 0.8463413715362549]",neutral,-0.04260243
1619,Summary,TCB,the bank achieved a profit before tax 5.8 trillion dong in the fourth quarter . the bank's profit before tax reached 22.9 trillion dong in 2023 . the bank closed the fourth quarter of 2023 with 13.4 million customers .,"[0.1314823031425476, 0.02312425523996353, 0.8453934192657471]",neutral,0.10835805
1620,Summary,TCB,"li nhun trc thu ca Techcombank t 22,9 nghn t ng, vt so vi k hoch  ra  ông thông qua hi tháng 4.2023. Ngân hàng d kin  xut mc chi","[0.075298011302948, 0.027044054120779037, 0.8976579308509827]",neutral,0.048253957
1621,Summary,TCB,có th gip ngi dùng th hin c các giao dch ngân hàng theo hng tch cc . ng dng  khoe cá tnh riêng hay mt nickname tài khon c l .,"[0.047646988183259964, 0.05453655123710632, 0.8978164792060852]",neutral,-0.006889563
1622,Summary,TCB,"billionaire Pham Nhat Vuong has 3 children, Pham Nhat Quan, Pham Nhat Minh Hoang and Pham Nhat Minh Anh . until now, only Nhat British (SN 1993) has revealed and owned VIC shares . this is the first time Pham Nhat British has bought Vingroup .","[0.026849934831261635, 0.022037560120224953, 0.9511123895645142]",neutral,0.004812375
1623,Summary,TCB,"ho Thuy Anh, the daughter of Mr. Ho Hung Anh, completed buying more than 67.68 million TCB shares, completing 100% of the registered amount . after the transaction, Ms. Thuy Anh raised the amount of TCB stock holding from 104.66 million units to 172.34 million units, equivalent to 4.9% of the bank's charter capital .","[0.872201144695282, 0.008917444385588169, 0.11888135969638824]",positive,0.8632837
1624,Summary,TCB,các bin ng kinh t th gii ang gây nên nhng áp lc áng k lên nn kinh t nh hng xut khu ca Vit Nam . ông Lottner nhn nh t,"[0.20826902985572815, 0.040998805314302444, 0.7507321238517761]",neutral,0.16727023
1625,Summary,TCB,techcombank's QR payment solution helps business owners and retail stores . buyers only need to scan the QR code containing the necessary payment information . users can share photos of the QR code to receive online payment .,"[0.04432106018066406, 0.014164436608552933, 0.9415144920349121]",neutral,0.030156624
1626,Summary,TCB,"techcombank's QR code helps retail businesses shorten the payment process . the necessary transfer information including beneficiary banks, account number and account holder's name have been integrated in the code . the solution to receive QR payment supports connects to other sales software .","[0.08783484995365143, 0.009458867833018303, 0.9027062058448792]",neutral,0.07837598
1627,Summary,TCB,"techcombank is one of the banks with quite different structure from the global trading bank . the bank is committed to strongly building a good enough platform to meet any financial needs of customers . techcombank has a goal in the top 10 regional banks, which leads to the story of the whole system .","[0.6232951879501343, 0.008798735216259956, 0.36790603399276733]",positive,0.61449647
1628,Summary,TCB,các khon vay mua nhà ca mnh  qua thi gian ân hn và u i nên áp dng li sut th ni vi li sut tit kim 13 tháng ca khon vay v,"[0.12960146367549896, 0.061921413987874985, 0.8084771037101746]",neutral,0.067680046
1629,Summary,TCB,"công b kt qu Xp hng Tn nhim dài hn Nhà phát hành i vi trin vng xp hng ""n nh"" mc ""Tt"" Xp hng trên mi c FiinR","[0.07443419843912125, 0.022150827571749687, 0.9034150242805481]",neutral,0.05228337
1630,Summary,TCB,"Foster + Partner was chosen by techcombank as the design unit for both of the headquarters . the design of the two buildings is a harmonious combination of open working space and modern utilities . the open space system, filled with natural light, creates the best conditions to empower, interact and cohesive .","[0.5582955479621887, 0.008754854090511799, 0.43294963240623474]",positive,0.5495407
1631,Summary,TCB,"in the list of the 20 largest profits in the third quarter of 2023, banks still account for the largest number with 11 names . in particular, Vietcombank (VCB) is the runner - up in the last quarter and is also the largest profit bank .","[0.14044249057769775, 0.019715270027518272, 0.8398422598838806]",neutral,0.12072722
1632,Summary,TCB,"opening multiple payment accounts helps optimize the management of spending and personal assets . customers can easily divide and manage daily cash, revenues and expenditures, savings, investment, management of business stores or used for specific purposes . the application of Techcombank Mobile Digital Bank with an intuitive interface will help you easily monitor and manipulate account transfer .","[0.09971287101507187, 0.010445642285048962, 0.8898414969444275]",neutral,0.08926723
1633,Summary,TCB,techcombank has launched the feature of opening online credit cards . customers only need a smartphone to register to open an online card . it only takes 3 minutes to be able to perform the card at home .,"[0.06534039229154587, 0.013586795888841152, 0.9210728406906128]",neutral,0.051753595
1634,Summary,TCB,the second half of the year is a golden time for businesses to increase contracts and develop production and business activities . online guarantee modification feature on Techcombank Business Bank for businesses brings many benefits and increases the experience for businesses .,"[0.8852304220199585, 0.006978588178753853, 0.1077909991145134]",positive,0.87825185
1635,Summary,TCB,"báo cáo Thnh vng ca Knight Frank cho bit, t 583 cá nhân  Vit Nam có tài sn rng trên 30 triu USD nam 2017, n cui 2022 con s này s gn chm mc 1.300 ngi,","[0.33361855149269104, 0.022691911086440086, 0.6436895132064819]",neutral,0.31092665
1636,Summary,TCB,"im sáng dch v và s hi phc mnh m các mng kinh doanh quan trng Trong 9 tháng u nam 2023 . gim 14,4% so vi cùng k nam ngoái xung 20,1 ng","[0.07912737876176834, 0.0240795835852623, 0.896793007850647]",neutral,0.055047795
1637,Summary,TCB,"vt lên tranh tài Ironman vô ch th gii, o din Vit T . các vn ng viên quc t ng hành ca gn 250 vn ng viên quc t n t 38 quc gia","[0.09752689301967621, 0.0245968084782362, 0.8778762817382812]",neutral,0.07293008
1638,Summary,TCB,"in the next 12 months, TCB continues to hold the market oil and stable business . in terms of credit growth, TCB is expected to maintain a credit growth higher than the industry increase (10-13%)","[0.9497964382171631, 0.011849922128021717, 0.03835354000329971]",positive,0.9379465
1639,Summary,TCB,"each techcombank Court has a unique design, towards the future on the historical and cultural heritage of the city . the highlight of the opening ceremony of two buildings of techcombank is an exhibition of high -class digital effects . each building is designed by the world famous architectural company Foster + Partners .","[0.08879448473453522, 0.01049914862960577, 0.9007063508033752]",neutral,0.078295335
1640,Summary,TCB,"Ms. Ho Thuy Anh, the daughter of Mr. Ho Hung Anh - Chairman of Techcombank's Board of Directors, completed buying more than 82.1 million TCB shares to serve personal needs . after the transaction, President Ho Hung Anh's daughter raised TCB shares held from 22.47 million to 104.66 million units .","[0.820381760597229, 0.009312901645898819, 0.1703052967786789]",positive,0.81106883
1641,Summary,TCB,"có th nói Techcombank ang khng nh vai tr ca ""ngi dn dt"" vi s ng hành ca 12,2 triu khách hàng s dng dch v ca ngân hàng này, t","[0.09268593043088913, 0.027188558131456375, 0.8801254630088806]",neutral,0.06549737
1642,Summary,TCB,great place to work® identified Asia's leading excellent workplace in 2023 . surveying 2.1 million employees in Asia and the middle east about factors that create great workplaces for everyone . more than 90% of employees say they have made more efforts at work .,"[0.5019030570983887, 0.031889408826828, 0.4662075340747833]",positive,0.47001365
1643,Summary,TCB,"mt chng mi ca mi chng ta, và dù mc tiêu k tip hay hành trnh xc sâu lng ca ""Thi khc giao thi"" y cht th hin","[0.10545846074819565, 0.03298061713576317, 0.8615608811378479]",neutral,0.07247785
1644,Summary,TCB,"phim trn vn cm xc v khonh khc ti p nht ca cuc i, là thi gian mà chng ta y p am mê và s t m v th gii xung quan","[0.2546810805797577, 0.03714396432042122, 0.7081748843193054]",neutral,0.21753712
1645,Summary,TCB,"Ms. Ho Thuy Anh, the daughter of Mr. Ho Hung Anh - Chairman of Techcombank's Board of Directors registered to buy 82,186,100 TCB shares . if successful, the daughter will raise TCB shares held from 22.47 million to 104.66 million units, equivalent to 2,9757% of Techcombank's capital . Currently, Mr. Ho Hung Anh's family is holding a large number of shares of the bank .","[0.14276382327079773, 0.008481757715344429, 0.8487544059753418]",neutral,0.13428207
1646,Summary,TCB,"theo Báo cáo kho sát CEO toàn cu Ln th 26 . 48% lnh o chia s doanh nghip ang thc hin ct gim chi ph vn hành, 33% cân nhc ct gim","[0.10289477556943893, 0.02626430243253708, 0.870840847492218]",neutral,0.07663047
1647,Summary,TCB,"a reputable bank helps businesses improve their position and prestige when signing contracts . the complexity of providing vouchers and forms at the request of banks makes the issuance of the guarantee not simple and extended the time of the business . the bank guarantee support the entire business journey of the business, throughout the bid - contract performance .","[0.045027513056993484, 0.06441928446292877, 0.8905531167984009]",neutral,-0.019391771
